Id,IsDeleted,CaseNumber,ContactId,AccountId,EntitlementId,SourceId,BusinessHoursId,ParentId,SuppliedName,SuppliedEmail,SuppliedPhone,SuppliedCompany,Type,RecordTypeId,Status,Reason,Origin,Language,Subject,Priority,Description,IsClosed,ClosedDate,IsEscalated,HasCommentsUnreadByOwner,HasSelfServiceComments,OwnerId,SlaStartDate,SlaExitDate,IsStopped,StopStartDate,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,ContactPhone,ContactMobile,ContactEmail,ContactFax,MayEdit,IsLocked,LastViewedDate,LastReferencedDate
5008c00001IXiowAAD,,1010,0038c00002jgbChAAI,0018c00002GzxPAAAZ,,,01m8c000001II9NAAW,,,,,,Billing Issue,0128c000002iLr9AAE,Escalated,Problem Resolved,Phone,,Billing Issue,High,I think my bill is wrong,,,1,,,0058c00000BxzICAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(276) 555-0197,(276) 555-0144,lauren.boyle@mailinator.com,(276) 555-0182,1,,,
5008c00001IXioxAAD,,1012,0038c00002jgbChAAI,0018c00002GzxPDAAZ,,,01m8c000001II9NAAW,,,,,,Technical Issue,0128c000002iLr9AAE,Closed in Portal,Problem Resolved,Portal,,Battery does not last for long,Critical,Short battery life issues. 44mins unplugged life span.,,,,,,0058c00000BxzICAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(276) 555-0197,(276) 555-0144,lauren.boyle@mailinator.com,(276) 555-0182,1,,,
5008c00001IXioyAAD,,1013,0038c00002jgbCrAAI,0018c00002GzxPDAAZ,,,01m8c000001II9NAAW,,,,,,Installation,0128c000002iLr9AAE,New,Problem Resolved,Phone,,Speaker producing static sounds,Low,Sound issues,,,,,,0058c00000BxzICAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(747) 555-0100,(747) 555-0188,markmetz@mailinator.com,(747) 555-0199,1,,,
5008c00001IXiozAAD,,1015,0038c00002jgbDXAAY,0018c00002GzxPMAAZ,,,01m8c000001II9NAAW,,,,,,Technical Issue,0128c000002iLr9AAE,New,,Phone,,"Stand came broken, mishandled during shipping",Critical,There is a large chip out of one of the corners,,,,,,0058c00000BxzIDAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(319) 555-0197,,bbronze@mailinator.com,(319) 555-0182,1,,,
5008c00001IXip0AAD,,1017,0038c00002jgbEKAAY,0018c00002GzxPXAAZ,,,01m8c000001II9NAAW,,,,,,Installation,0128c000002iLr9AAE,Escalated,Feature Request,Website,,Customer having trouble resetting password,Low,Can't find where to reset my password,,,1,,,0058c00000BxzIDAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(261) 555-0100,(261) 555-0188,contact+bonniebarra@sdo.mygbiz.com,(261) 555-0199,1,,,
5008c00001IXip1AAD,,1019,0038c00002jgbD4AAI,0018c00002GzxPsAAJ,,,01m8c000001II9NAAW,,,,,,Usage,0128c000002iLr9AAE,Escalated,,Phone,,reset password issue,High,trouble with my password. i want to reset it.,,,,,,0058c00000BxzIDAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(643) 555-0100,(643) 555-0188,contact+tomdavis@sdo.mygbiz.com,(643) 555-0199,1,,,
5008c00001IXip2AAD,,1021,0038c00002jgbD5AAI,0018c00002GzxPXAAZ,,,01m8c000001II9NAAW,,,,,,Technical Issue - Advanced,0128c000002iLr9AAE,On Hold,,Twitter,,Need information,Medium,I just became in charge of your product at my company. Can you send me some general information about your product?,,,,,,0058c00000BxzIDAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(266) 555-0100,(266) 555-0188,contact+ryangiggs@sdo.mygbiz.com,(266) 555-0199,1,,,
5008c00001IXip3AAD,,1022,0038c00002jgbD7AAI,0018c00002GzxPUAAZ,,,01m8c000001II9NAAW,,,,,,Technical Issue,0128c000002iLr9AAE,New,,Portal,,Cable Wire appears damaged,Medium,How can I get a new wire?,,,,,,0058c00000BxzIDAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(611) 555-0100,(611) 555-0188,contact+rachelmorris@sdo.mygbiz.com,(611) 555-0199,1,,,
5008c00001IXip4AAD,,1025,0038c00002jgbE0AAI,0018c00002GzxPFAAZ,,,01m8c000001II9NAAW,,,,,,Technical Issue,0128c000002iLr9AAE,Escalated,,Website,,Speaker Issue,High,Sound issues,,,,,,0058c00000BxzIDAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(226) 555-0100,(226) 555-0188,contact+robertfontana@sdo.mygbiz.com,(226) 555-0199,1,,,
5008c00001IXip5AAD,,1026,0038c00002jgbD0AAI,0018c00002GzxPlAAJ,,,01m8c000001II9NAAW,,,,,,Installation,0128c000002iLr9AAE,New,,Portal,,Processor issues,Critical,I'm having some trouble updating data in the system. Can you help?,,,,,,0058c00000BxzIDAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(904) 555-0100,(904) 555-0188,contact+lisajones@sdo.mygbiz.com,(904) 555-0199,1,,,
5008c00001IXip6AAD,,1027,0038c00002jgbEGAAY,0018c00002GzxPjAAJ,,,01m8c000001II9NAAW,,,,,,Technical Issue,0128c000002iLr9AAE,Escalated,,Website,,Can't get into my account,Medium,What's the deal? I can't get into my account.,,,1,,,0058c00000BxzIDAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(935) 555-0100,(935) 555-0188,contact+ronreid@sdo.mygbiz.com,(935) 555-0199,1,,,
5008c00001IXip7AAD,,1028,0038c00002jgbD6AAI,0018c00002GzxPzAAJ,,,01m8c000001II9NAAW,,,,,,Billing Issue,0128c000002iLr9AAE,New,New problem,Portal,,Wrong invoice,Low,I received a different customer's invoice.,,,,,,0058c00000BxzIDAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(296) 555-0100,(296) 555-0188,contact+sarahjeffries@sdo.mygbiz.com,(296) 555-0199,1,,,
5008c00001IXip8AAD,,1029,0038c00002jgbD9AAI,0018c00002GzxQ0AAJ,,,01m8c000001II9NAAW,,,,,,Billing Issue,0128c000002iLr9AAE,New,New problem,Email,,I received the wrong invoice,Low,Got the wrong invoice,,,,,,0058c00000BxzIDAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(575) 555-0100,(575) 555-0188,contact+derekrose@sdo.mygbiz.com,(575) 555-0199,1,,,
5008c00001IXip9AAD,,1030,0038c00002jgbD1AAI,0018c00002GzxPxAAJ,,,01m8c000001II9NAAW,,,,,,Technical Issue,0128c000002iLr9AAE,New,,Twitter,,Difficulty upgrading software patch for Soundcore Processor,Medium,Trying to update software patch,,,,,,0058c00000BxzICAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(487) 555-0100,(487) 555-0188,contact+jeffblay@sdo.mygbiz.com,(487) 555-0199,1,,,
5008c00001IXipAAAT,,1031,0038c00002jgbD8AAI,0018c00002GzxPQAAZ,,,01m8c000001II9NAAW,,,,,,Technical Issue,0128c000002iLr9AAE,New,,Email,,Changing my password,Low,I want to change my password but am unsure how to do it.,,,,,,0058c00000BxzICAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(655) 555-0197,(655) 555-0144,abowden@example.com,(655) 555-0182,1,,,
5008c00001IXipBAAT,,1035,0038c00002jgbE8AAI,0018c00002GzxPYAAZ,,,01m8c000001II9NAAW,,,,,,Technical Issue,0128c000002iLrIAAU,Closed - First Call,Problem Resolved,Phone,,Having trouble with the remote control,High,I'm having trouble with the remote. It doesn't activate when I press the 'on' button.,1,,,,,0058c00000BxzICAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(689) 555-0100,(689) 555-0188,contact+judy@sdo.mygbiz.com,(689) 555-0199,1,,,
5008c00001IXipCAAT,,1036,0038c00002jgbCoAAI,0018c00002GzxQ6AAJ,,,01m8c000001II9NAAW,,,,,,Technical Issue,0128c000002iLrIAAU,Working,,Phone,,Issue with remote control,High,Having an issue with the remote. It doesn't activate. Please help!,,,,,,0058c00000BxzHlAAJ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(237) 555-0100,(237) 555-0188,contact+seanforbes@sdo.mygbiz.com,(237) 555-0199,1,,,
5008c00001IXipDAAT,,1037,0038c00002jgbDVAAY,0018c00002GzxPGAAZ,,,01m8c000001II9NAAW,,,,,,Technical Issue,0128c000002iLrIAAU,Working,,Email,,Can't figure out assembly instructions,Medium,These assembly instructions are way too complex. I need some help.,,,,,,0058c00000BxzHlAAJ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(925) 555-0100,(925) 555-0188,contact+erinwalsh@sdo.mygbiz.com,(925) 555-0199,1,,,
5008c00001IXipEAAT,,1038,0038c00002jgbDQAAY,0018c00002GzxPHAAZ,,,01m8c000001II9NAAW,,,,,,Technical Issue,0128c000002iLrIAAU,Waiting on customer,,Portal,,Assembly instruction help,Low,Need some help with the assembly instructions,,,,,,0058c00000BxzHlAAJ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(699) 555-0100,(699) 555-0188,contact+edhennessy@sdo.mygbiz.com,(699) 555-0199,1,,,
5008c00001IXipFAAT,,1047,0038c00002jgbE0AAI,0018c00002GzxPFAAZ,,,01m8c000001II9NAAW,,,,,,Technical Issue,0128c000002iLr9AAE,New,,Phone,,Performance and scaling,Low,How does scaling affect performance with your product?,,,,,,00G8c000007zEblEAE,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(226) 555-0100,(226) 555-0188,contact+robertfontana@sdo.mygbiz.com,(226) 555-0199,1,,,
5008c00001IXipHAAT,,1050,0038c00002jgbCrAAI,0018c00002GzxPDAAZ,,,01m8c000001II9NAAW,,,,,,Technical Issue - Advanced,0128c000002iLr9AAE,Closed,Problem Resolved,Phone,,What are your support hours?,Low,Can I call on Saturdays?,1,2019-10-27T21:14:22.000+0000,,,,0058c00000BxzHlAAJ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(747) 555-0100,(747) 555-0188,markmetz@mailinator.com,(747) 555-0199,1,,,
5008c00001IXipIAAT,,1051,0038c00002jgbE2AAI,0018c00002GzxPsAAJ,,,01m8c000001II9NAAW,,,,,,Billing Issue,0128c000002iLr9AAE,Escalated,New problem,Phone,,Where do I send my check?,Low,What's your Billing Issue department's address?,,,,,,00G8c000007zEblEAE,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(692) 555-0100,(692) 555-0188,contact+davidharris@sdo.mygbiz.com,(692) 555-0199,1,,,
5008c00001IXipJAAT,,1052,0038c00002jgbDIAAY,0018c00002GzxQ7AAJ,,,01m8c000001II9NAAW,,,,,,Billing Issue,0128c000002iLrJAAU,Closed,Problem Resolved,Email,,Billing Issue address,High,I need to update my Billing Issue address.,1,2019-10-27T21:14:22.000+0000,,,,0058c00000BxzIDAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(258) 555-0100,(258) 555-0188,contact+ronadkins@sdo.mygbiz.com,(258) 555-0199,1,,,
5008c00001IXipKAAT,,1053,0038c00002jgbDeAAI,0018c00002GzxPSAAZ,,,01m8c000001II9NAAW,,,,,,Technical Issue,0128c000002iLrJAAU,Closed,Problem Resolved,Portal,,Where is my password stored and how do I change it?,Critical,"My co-worker saw me type in my password. I want to change it, but I can't find where. Can you help?",1,2019-10-27T21:14:22.000+0000,,,,0058c00000BxzIDAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(624) 555-0100,(624) 555-0188,contact+sandyknudson@sdo.mygbiz.com,(624) 555-0199,1,,,
5008c00001IXipLAAT,,1054,0038c00002jgbCtAAI,0018c00002GzxPDAAZ,,,01m8c000001II9NAAW,,,,,,Technical Issue,0128c000002iLrJAAU,Closed - First Call,Problem Resolved,Phone,,Where's my password stored?,Low,Any ideas would be appreciated.,1,,,,,0058c00000BxzIDAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(631) 555-0100,(631) 555-0188,contact+stevemcdonald@sdo.mygbiz.com,(631) 555-0199,1,,,
5008c00001IXipMAAT,,1055,0038c00002jgbCrAAI,0018c00002GzxPDAAZ,,,01m8c000001II9NAAW,,,,,,Technical Issue,0128c000002iLrJAAU,Waiting on customer,,Email,,Having trouble upgrading to the latest version,Low,Trying to update software patch,,,,,,00G8c000007zEbmEAE,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(747) 555-0100,(747) 555-0188,markmetz@mailinator.com,(747) 555-0199,1,,,
5008c00001IXipNAAT,,1056,0038c00002jgbE3AAI,0018c00002GzxPeAAJ,,,01m8c000001II9NAAW,,,,,,Technical Issue,0128c000002iLrJAAU,Working,,Website,,Issues upgrading to latest version,Medium,Trying to update software patch,,,,,,0058c00000BxzIDAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(446) 555-0100,(446) 555-0188,contact+larrykuchenreuther@sdo.mygbiz.com,(446) 555-0199,1,,,
5008c00001IXipGAAT,,1049,0038c00002jgbCjAAI,0018c00002GzxPAAAZ,,,01m8c000001II9NAAW,,,,,,Technical Issue,0128c000002iLr9AAE,Closed,,Phone,,When will the Soundcore Processor support RCA Outputs?,Low,Would love this feature,1,2019-10-27T21:14:22.000+0000,,,,0058c00000BxzIDAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(422) 555-0100,(422) 555-0188,contact+bhodges@sdo.mygbiz.com,(422) 555-0199,1,,,
5008c00001IXipOAAT,,1057,0038c00002jgbCrAAI,0018c00002GzxPDAAZ,,,01m8c000001II9NAAW,,,,,,Billing Issue,0128c000002iLrJAAU,Closed,Mail delivery issue,Twitter,,How much do I owe on my bill?,Medium,I can't find my last billing statement and am unsure how much my bill should be this month.,1,2019-10-27T21:14:22.000+0000,,,,0058c00000BxzICAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(747) 555-0100,(747) 555-0188,markmetz@mailinator.com,(747) 555-0199,1,,,
5008c00001IXipPAAT,,1058,0038c00002jgbCpAAI,0018c00002GzxPDAAZ,,,01m8c000001II9NAAW,,,,,,Billing Issue,0128c000002iLrJAAU,Closed - First Call,Problem Resolved,Twitter,,Current Balance,Low,Unsure how much I owe this month.,1,,,,,0058c00000BxzICAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(879) 555-0100,(879) 555-0188,contact+almiller@sdo.mygbiz.com,(879) 555-0199,1,,,
5008c00001IXipQAAT,,1059,0038c00002jgbD2AAI,0018c00002GzxPfAAJ,,,01m8c000001II9NAAW,,,,,,Billing Issue,0128c000002iLrJAAU,Working,New problem,Phone,,Question about my last billing statement,Low,My balance isn't correct on my last billing statement. I believe I was overcharged on my last bill by 15%. Who do I talk to about being overcharged?,,,,,,0058c00000BxzHlAAJ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(390) 555-0100,(390) 555-0188,contact+susanjohanson@sdo.mygbiz.com,(390) 555-0199,1,,,
5008c00001IXipRAAT,,1060,0038c00002jgbD0AAI,0018c00002GzxPlAAJ,,,01m8c000001II9NAAW,,,,,,Technical Issue,0128c000002iLrJAAU,Closed,Problem Resolved,Phone,,Password reset issue,Low,Can you reset my password please?,1,2019-10-27T21:14:22.000+0000,,,,0058c00000BxzICAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(904) 555-0100,(904) 555-0188,contact+lisajones@sdo.mygbiz.com,(904) 555-0199,1,,,
5008c00001IXipSAAT,,1061,0038c00002jgbD3AAI,0018c00002GzxQ9AAJ,,,01m8c000001II9NAAW,,,,,,Technical Issue - Advanced,0128c000002iLrJAAU,Closed,Problem Resolved,Email,,More customization features,Low,These features would help me meet my complex business needs.,1,2019-10-27T21:14:22.000+0000,,,,0058c00000BxzICAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(867) 555-0100,(867) 555-0188,contact+billblau@sdo.mygbiz.com,(867) 555-0199,1,,,
5008c00001IXipTAAT,,1062,0038c00002jgbD1AAI,0018c00002GzxPxAAJ,,,01m8c000001II9NAAW,,,,,,Technical Issue - Advanced,0128c000002iLrJAAU,New,Feature Request,Website,,More demos on website,Low,I wish your website had more interactive demos. I'm kind of a slow learner.,,,,,,0058c00000BxzHlAAJ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(487) 555-0100,(487) 555-0188,contact+jeffblay@sdo.mygbiz.com,(487) 555-0199,1,,,
5008c00001IXipUAAT,,1063,0038c00002jgbD8AAI,0018c00002GzxPQAAZ,,,01m8c000001II9NAAW,,,,,,Technical Issue - Advanced,0128c000002iLrJAAU,New,Feature Request,Phone,,Can your next version include more customization features?,Low,I think making your product more flexible would show tremendous value.,,,,,,00G8c000007zEbnEAE,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(655) 555-0197,(655) 555-0144,abowden@example.com,(655) 555-0182,1,,,
5008c00001IXipVAAT,,1064,0038c00002jgbCtAAI,0018c00002GzxPDAAZ,,,01m8c000001II9NAAW,,,,,,Installation,0128c000002iLrJAAU,Closed,Problem Resolved,Phone,,Can't find proper instructions,High,There were no instructions in my box,1,2019-10-27T21:14:22.000+0000,,,,0058c00000BxzIDAAZ,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,(631) 555-0100,(631) 555-0188,contact+stevemcdonald@sdo.mygbiz.com,(631) 555-0199,1,,,
