Id,IsDeleted,MasterRecordId,LastName,FirstName,Salutation,Name,Title,Company,Street,City,State,PostalCode,Country,Latitude,Longitude,GeocodeAccuracy,Address,Phone,Email,Website,PhotoUrl,Description,LeadSource,Status,Industry,Rating,AnnualRevenue,NumberOfEmployees,OwnerId,IsConverted,ConvertedDate,ConvertedAccountId,ConvertedContactId,ConvertedOpportunityId,IsUnreadByOwner,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,MayEdit,IsLocked,LastViewedDate,LastReferencedDate,Jigsaw,JigsawContactId,CompanyDunsNumber,DandbCompanyId,EmailBouncedReason,EmailBouncedDate,IndividualId,external_id__c,Decision_Timeframe__c,Decision_Timeline__c,Has_Budget__c,Know_Decision_Maker__c,Lead_Quality__c,Lead_Rank__c,Lead_Total__c,Project_Defined__c,Score1__c,Score2__c,Score3__c,Score4__c
00Q8c0000113yN7EAI,,,Ortis,Lee,,Lee Ortis,SVP Marketing,Daily Interlake,7935 Sixth Road,Apache,OK,73006,USA,,,,"{""city"":""Apache"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""73006"",""state"":""OK"",""street"":""7935 Sixth Road""}",(428) 555-0164,leeortis@mailinator.com,http://www.dailyinterlake.com,/services/images/photo/00Q8c0000113yN7EAI,,Web,Working,Healthcare,,17000000,800,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,1,1,,"<img src=""/resource/Dollars/dollar_one.png"" alt=""one"" border=""0""/>",Medium Priority,7,,0,0,0,7
00Q8c0000113yN8EAI,,,Reddick,Leslie,,Leslie Reddick,Sales Exec,Cop Construction Co.,669 Midway Avenue,Wolf Run,OH,43970,USA,,,,"{""city"":""Wolf Run"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""43970"",""state"":""OH"",""street"":""669 Midway Avenue""}",(705) 555-0164,lesliereddick@mailinator.com,http://www.copconstructionco.com,/services/images/photo/00Q8c0000113yN8EAI,,Web,Working,Media,,38000000,2000,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,1,1,1,"<img src=""/resource/Dollars/dollar_two.png"" alt=""two"" border=""0""/>",Medium Priority,12,,5,0,0,7
00Q8c0000113yN9EAI,,,Janzen,Todd,,Todd Janzen,Owner,"mockumentary, inc.",9716 Sasser,Groveland,FL,34736,USA,,,,"{""city"":""Groveland"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""34736"",""state"":""FL"",""street"":""9716 Sasser""}",(732) 555-0164,toddjanzen@mailinator.com,http://www.mockumentaryinc.com,/services/images/photo/00Q8c0000113yN9EAI,,Web,Open,Machinery,,100000000,900,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,1,1,1,"<img src=""/resource/Dollars/dollar_two.png"" alt=""two"" border=""0""/>",Medium Priority,12,,5,0,0,7
00Q8c0000113yNAEAY,,,Head,Maye,,Maye Head,VP Consulting,Ram Tool & Supply Co. Inc.,7797 Brafferton Alley,Riverside,CA,92515,USA,,,,"{""city"":""Riverside"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""92515"",""state"":""CA"",""street"":""7797 Brafferton Alley""}",(535) 555-0164,mayehead@mailinator.com,http://www.ramtoolsupplycoinc.com,/services/images/photo/00Q8c0000113yNAEAY,,Web,Working,Food & Beverage,,2000000,1500,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,1,1,1,"<img src=""/resource/Dollars/dollar_two.png"" alt=""two"" border=""0""/>",Medium Priority,12,,5,0,0,7
00Q8c0000113yNBEAY,,,Lincoln,Celina,,Celina Lincoln,SVP Production,Eternal Word Television Network Inc.,3929 Copperwood Avenue,Sabana Seca,PR,952,USA,,,,"{""city"":""Sabana Seca"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""952"",""state"":""PR"",""street"":""3929 Copperwood Avenue""}",(358) 555-0164,celinalincoln@mailinator.com,http://www.eternalwordtelevisionnetworkinc.net,/services/images/photo/00Q8c0000113yNBEAY,,Web,Working,Transportation,,86000000,1600,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,1,1,1,"<img src=""/resource/Dollars/dollar_two.png"" alt=""two"" border=""0""/>",Medium Priority,12,,5,0,0,7
00Q8c0000113yNDEAY,,,Lopez,Keith,,Keith Lopez,VP Consulting,Advanced Inc.*,6324 Westover,Lincoln,WA,99147,USA,,,,"{""city"":""Lincoln"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""99147"",""state"":""WA"",""street"":""6324 Westover""}",(214) 503-6471,lizsmyth@mailinator.com,http://www.sfdc.net,/services/images/photo/00Q8c0000113yNDEAY,,Web,Qualified - Convert,Insurance,,18000000,100,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,1,1,,"<img src=""/resource/Dollars/dollar_one.png"" alt=""one"" border=""0""/>",Medium Priority,7,,0,0,0,7
00Q8c0000113yNEEAY,,,Montz,Gloria,,Gloria Montz,Chief Financial Officer,Op/Tech Usa,6842 Lafayette Circle,Bayside,CA,95524,USA,,,,"{""city"":""Bayside"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""95524"",""state"":""CA"",""street"":""6842 Lafayette Circle""}",(976) 555-0164,gloriamontz@mailinator.com,http://www.optechusa.net,/services/images/photo/00Q8c0000113yNEEAY,,Web,Contacted,Banking,,11000000,300,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,,,1,"<img src=""/resource/Dollars/dollar_one.png"" alt=""one"" border=""0""/>",Low Priority,5,,5,0,0,0
00Q8c0000113yNFEAY,,,Lawhon,Bradford,,Bradford Lawhon,CFO,Discovery Ski Corp,8621 Ridge Way,Mahaska,KS,66955,USA,,,,"{""city"":""Mahaska"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""66955"",""state"":""KS"",""street"":""8621 Ridge Way""}",(560) 555-0164,bradfordlawhon@mailinator.com,http://www.discoveryskicorp.net,/services/images/photo/00Q8c0000113yNFEAY,,Web,Working,Chemicals,,82000000,1700,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,1,1,1,"<img src=""/resource/Dollars/dollar_two.png"" alt=""two"" border=""0""/>",Medium Priority,12,,5,0,0,7
00Q8c0000113yNGEAY,,,Archibald,Lloyd,,Lloyd Archibald,SVP Marketing,Simms Fishing Products Corp.,1591 Hulet,Topeka,IN,46571,USA,,,,"{""city"":""Topeka"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""46571"",""state"":""IN"",""street"":""1591 Hulet""}",(801) 629-8329,lloydarchibald@mailinator.com,http://www.simmsfishingproductscorp.com,/services/images/photo/00Q8c0000113yNGEAY,,Web,Qualified - Convert,Hospitality,,37000000,1100,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,1,1,,"<img src=""/resource/Dollars/dollar_one.png"" alt=""one"" border=""0""/>",Medium Priority,7,,0,0,0,7
00Q8c0000113yNHEAY,,,Shock,Todd,,Todd Shock,Sales Exec,L7,7104 Fife,Saint Paul,MN,55121,USA,,,,"{""city"":""Saint Paul"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""55121"",""state"":""MN"",""street"":""7104 Fife""}",(676) 555-0164,toddshock@mailinator.com,http://www.l7.net,/services/images/photo/00Q8c0000113yNHEAY,,Web,Open,Food & Beverage,,39000000,300,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,1,1,1,"<img src=""/resource/Dollars/dollar_two.png"" alt=""two"" border=""0""/>",Medium Priority,12,,5,0,0,7
00Q8c0000113yNIEAY,,,Royals,Gwendolyn,Ms.,Gwendolyn Royals,VP Purchasing,International Shipping Co.,8283 Spotswood,Tarzana,CA,91357,USA,,,,"{""city"":""Tarzana"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""91357"",""state"":""CA"",""street"":""8283 Spotswood""}",(826) 555-0164,gwendolynroyals@mailinator.com,http://www.internationalshippingco.com,/services/images/photo/00Q8c0000113yNIEAY,,Web,Archived,Electronics,,47000000,200,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,1,1,1,"<img src=""/resource/Dollars/dollar_two.png"" alt=""two"" border=""0""/>",Medium Priority,12,,5,0,0,7
00Q8c0000113yNJEAY,,,Fanning,Pat,,Pat Fanning,VP Purchasing,Konitz Contracting Inc,5063 Denison,West Mclean,VA,22103,USA,,,,"{""city"":""West Mclean"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""22103"",""state"":""VA"",""street"":""5063 Denison""}",(881) 555-0164,patfanning@mailinator.com,http://www.konitzcontractinginc.net,/services/images/photo/00Q8c0000113yNJEAY,,Web,Working,Media,,4000000,1300,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,1,1,,"<img src=""/resource/Dollars/dollar_one.png"" alt=""one"" border=""0""/>",Medium Priority,7,,0,0,0,7
00Q8c0000113yNKEAY,,,Robins,Julia,,Julia Robins,Senior Vice President-Operations,The Robins and Morton Group,3869 Kaline,Jackson,OH,45640,USA,,,,"{""city"":""Jackson"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""45640"",""state"":""OH"",""street"":""3869 Kaline""}",(521) 555-0164,juliarobins@mailinator.com,http://www.therobinsandmortongroup.com,/services/images/photo/00Q8c0000113yNKEAY,,Web,Working,Media,,91000000,1300,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,1,1,1,"<img src=""/resource/Dollars/dollar_two.png"" alt=""two"" border=""0""/>",Medium Priority,12,,5,0,0,7
00Q8c0000113yNLEAY,,,Swarts,Bettina,,Bettina Swarts,VP Consulting,Altec Industries Inc,3480 Moreland Gate,Burns,TN,37029,USA,,,,"{""city"":""Burns"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""37029"",""state"":""TN"",""street"":""3480 Moreland Gate""}",(711) 555-0164,bettinaswarts@mailinator.com,http://www.altecindustriesinc.com,/services/images/photo/00Q8c0000113yNLEAY,,Web,Working,Insurance,,24000000,800,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,1,1,,"<img src=""/resource/Dollars/dollar_one.png"" alt=""one"" border=""0""/>",Medium Priority,7,,0,0,0,7
00Q8c0000113yNMEAY,,,Fredrickson,Wayne,,Wayne Fredrickson,EVP Business Development,Big Sky Rv Inc,3000 Holly Loop,Delta,UT,84624,USA,,,,"{""city"":""Delta"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""84624"",""state"":""UT"",""street"":""3000 Holly Loop""}",(580) 555-0164,waynefredrickson@mailinator.com,http://www.bigskyrvinc.net,/services/images/photo/00Q8c0000113yNMEAY,,Web,Working,Finance,,2000000000,1100,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,1,1,1,"<img src=""/resource/Dollars/dollar_two.png"" alt=""two"" border=""0""/>",Medium Priority,12,,5,0,0,7
00Q8c0000113yNNEAY,,,Okamoto,Grant,,Grant Okamoto,Sales Exec,Agri-Systems,7080 Rutherford,Naples,FL,34110,USA,,,,"{""city"":""Naples"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""34110"",""state"":""FL"",""street"":""7080 Rutherford""}",(788) 555-0164,grantokamoto@mailinator.com,http://www.agrisystems.com,/services/images/photo/00Q8c0000113yNNEAY,,Web,Archived,Consulting,,9000000,700,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,,1,,"<img src=""/resource/Dollars/dollar_one.png"" alt=""one"" border=""0""/>",Medium Priority,7,,0,0,0,7
00Q8c0000113yNOEAY,,,Atz,Trevor,,Trevor Atz,SVP Marketing,Big Blue Consulting,32 Worcester Court,Hazleton,PA,18202,USA,,,,"{""city"":""Hazleton"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""18202"",""state"":""PA"",""street"":""32 Worcester Court""}",(793) 555-0164,trevoratz@mailinator.com,http://www.bigblueconsulting.net,/services/images/photo/00Q8c0000113yNOEAY,,Web,Open,Insurance,,10000000,1300,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,,1,1,"<img src=""/resource/Dollars/dollar_two.png"" alt=""two"" border=""0""/>",Medium Priority,12,,5,0,0,7
00Q8c0000113yNPEAY,,,Deller,Dave,,Dave Deller,CEO,UB Group,303 Bay Street,San Francisco,CA,94133,,,,,"{""city"":""San Francisco"",""country"":null,""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""94133"",""state"":""CA"",""street"":""303 Bay Street""}",(415) 901-7000,dd@dummy.com.uk,,/services/images/photo/00Q8c0000113yNPEAY,I would like you to contact me.,Web,Qualified - Convert,,,,,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,,,1,"<img src=""/resource/Dollars/dollar_one.png"" alt=""one"" border=""0""/>",Low Priority,5,,5,0,0,0
00Q8c0000113yNQEAY,,,Chew,Jeramy,,Jeramy Chew,VP Sales,Alabama Brick Delivery Inc,4771 Ogden,Oden,MI,49764,USA,,,,"{""city"":""Oden"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""49764"",""state"":""MI"",""street"":""4771 Ogden""}",(556) 555-0164,jeramychew@mailinator.com,http://www.alabamabrickdeliveryinc.com,/services/images/photo/00Q8c0000113yNQEAY,,Web,Working,Healthcare,,5000000,1100,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,,1,1,"<img src=""/resource/Dollars/dollar_two.png"" alt=""two"" border=""0""/>",Medium Priority,12,,5,0,0,7
00Q8c0000113yNREAY,,,Homan,Justine,,Justine Homan,Vice President Operations,Connector Technology Inc,2311 Glen Oaks Place,Houston,TX,77063,USA,,,,"{""city"":""Houston"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""77063"",""state"":""TX"",""street"":""2311 Glen Oaks Place""}",(894) 555-0164,justinehoman@mailinator.com,http://www.connectortechnologyinc.net,/services/images/photo/00Q8c0000113yNREAY,,Web,Working,Transportation,,51000000,1900,0058c00000BTQK6AAP,,,,,,,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T17:59:16.000+0000,0058c00000BTQK6AAP,2022-03-29T18:04:40.000+0000,,1,,,,,,,,,,,,,,1,,"<img src=""/resource/Dollars/dollar_one.png"" alt=""one"" border=""0""/>",Medium Priority,7,,0,0,0,7
