Id,IsDeleted,CaseNumber,ContactId,AccountId,EntitlementId,SourceId,BusinessHoursId,ParentId,SuppliedName,SuppliedEmail,SuppliedPhone,SuppliedCompany,Type,RecordTypeId,Status,Reason,Origin,Language,Subject,Priority,Description,IsClosed,ClosedDate,IsEscalated,HasCommentsUnreadByOwner,HasSelfServiceComments,OwnerId,SlaStartDate,SlaExitDate,IsStopped,StopStartDate,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,ContactPhone,ContactMobile,ContactEmail,ContactFax,MayEdit,IsLocked,LastViewedDate,LastReferencedDate,DB_Case_Duration_Hours__c,DB_Hours__c,DateTime_Closed_c__c,DateTime_Opened_c__c,external_id__c,Source__c,Indicator__c,Duration__c,Payment_Billing__c,Last_Payment__c
5008c00001HA1IlAAL,,00001323,,0018c00002FHRBhAAP,,,01m8c000001II9MAAW,,,,,,Technical Issue,0128c000002iLr9AAE,Researching,,,,Security Token,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.241,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1ImAAL,,00001324,,0018c00002FHR4WAAX,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Working,,,,How do I enable automatic payment?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.242,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1InAAL,,00001325,,0018c00002FHQtDAAX,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,New,,,,Clarification of charges on my bill,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.243,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IoAAL,,00001326,,0018c00002FHRAiAAP,,,01m8c000001II9MAAW,,,,,,Technical Issue - Advanced,0128c000002iLr9AAE,On Hold,,,,Need information,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.244,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Researching.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IpAAL,,00001327,,0018c00002FHQt7AAH,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Escalated,,,,Shipping container appears damaged,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.245,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Escalated.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IqAAL,,00001328,,0018c00002FHQrqAAH,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Working,,,,Can I access your community from my mobile device?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.246,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IrAAL,,00001329,,0018c00002FHRN9AAP,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Waiting on customer,,,,Facebook Message from: Larry Baxter,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.247,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IsAAL,,00001330,,0018c00002FHQfnAAH,,,01m8c000001II9MAAW,,,,,,Technical Issue,0128c000002iLr9AAE,New,,,,Changing my password,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.248,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1ItAAL,,00001331,,0018c00002FHQwLAAX,,,01m8c000001II9MAAW,,,,,,Billing Issue,0128c000002iLr9AAE,Closed,,,,Billing Issue address,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.249,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IuAAL,,00001332,,0018c00002FHQhcAAH,,,01m8c000001II9MAAW,,,,,,Technical Issue,0128c000002iLr9AAE,Escalated,,,,Storage space,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.250,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Escalated.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IvAAL,,00001333,,0018c00002FHQc3AAH,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,Where do I send my check?,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.251,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IwAAL,,00001334,,0018c00002FHQbhAAH,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,Billing address change,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.252,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IxAAL,,00001335,,0018c00002FHQhBAAX,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Closed,,,,Does your app work on my mobile device?,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.253,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IyAAL,,00001336,,0018c00002FHR86AAH,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Closed,,,,Need guidance getting started with my installation,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.254,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IzAAL,,00001337,,0018c00002FHQuFAAX,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,How do I change my communication preferences?,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.255,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1J0AAL,,00001338,,0018c00002FHQY8AAP,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Closed,,,,Troubleshooting issues with the product,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.256,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1J1AAL,,00001339,,0018c00002FHQkHAAX,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Closed,,,,Can't understand installation instructions,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.257,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1I7AAL,,00001283,,0018c00002FHQw1AAH,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Closed,,,,Customer lost product manual and needs replacement,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.201,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1I8AAL,,00001284,,0018c00002FHRFZAA5,,,01m8c000001II9MAAW,,,,,,Technical Issue,0128c000002iLr9AAE,New,,,,Can't get into my account,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.202,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1I9AAL,,00001285,,0018c00002FHQdTAAX,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Closed,,,,Product setup issues,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.203,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IAAA1,,00001286,,0018c00002FHRRGAA5,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Working,,,,Can I use your app on my phone?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.204,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IBAA1,,00001287,,0018c00002FHQkpAAH,,,01m8c000001II9MAAW,,,,,,Technical Issue,0128c000002iLr9AAE,New,,,,securing data,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.205,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1ICAA1,,00001288,,0018c00002FHQmSAAX,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,How do I set up auto-renewal?,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.206,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IDAA1,,00001289,,0018c00002FHRIHAA5,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Escalated,,,,Can you help me get set up?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.207,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Escalated.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IEAA1,,00001290,,0018c00002FHRDTAA5,,,01m8c000001II9MAAW,,,,,,,0128c000002iLr9AAE,New,,,,Power Adaptor not charging,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.208,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IFAA1,,00001291,,0018c00002FHQhSAAX,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Waiting on customer,,,,Do you have a loyalty program?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.209,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IGAA1,,00001292,,0018c00002FHQs0AAH,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,New,,,,Question about my invoice,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.210,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IHAA1,,00001293,,0018c00002FHR4gAAH,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,New,,,,Billing statement incorrect,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.211,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IIAA1,,00001294,,0018c00002FHQgsAAH,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Working,,,,I have a question about my order.,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.212,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IJAA1,,00001295,,0018c00002FHQfQAAX,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Waiting on customer,,,,Where can I purchase your products?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.213,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IKAA1,,00001296,,0018c00002FHRFlAAP,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Waiting on customer,,,,What's included in your service contract?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.214,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1ILAA1,,00001297,,0018c00002FHR8mAAH,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Working,,,,Product is shutting down intermittently,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.215,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IMAA1,,00001298,,0018c00002FHRHgAAP,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Working,,,,Billing statement reprint,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.216,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1INAA1,,00001299,,0018c00002FHR98AAH,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Waiting on customer,,,,What’s the product warranty policy?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.217,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IOAA1,,00001300,,0018c00002FHRPCAA5,,,01m8c000001II9MAAW,,,,,,,0128c000002iLr9AAE,New,,,,TWEET FROM: MarkKingston,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.218,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-New.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IPAA1,,00001301,,0018c00002FHQbhAAH,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Closed,,,,Can you expedite my order?,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.219,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IQAA1,,00001302,,0018c00002FHRL4AAP,,,01m8c000001II9MAAW,,,,,,Technical Issue,0128c000002iLr9AAE,Closed,,,,Turbine is spinning but no energy is being produced,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.220,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1IRAA1,,00001303,,0018c00002FHQZiAAP,,,01m8c000001II9MAAW,,,,,,General,0128c000002iLr9AAE,Closed,,,,Facebook Message from: Lauren Boyle,Medium,,1,2022-03-30T02:42:28.000+0000,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.221,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Closed.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1ISAA1,,00001304,,0018c00002FHR32AAH,,,01m8c000001II9MAAW,,,,,,Product Support,0128c000002iLr9AAE,Working,,,,How do I diagnose this product issue?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.222,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
5008c00001HA1ITAA1,,00001305,,0018c00002FHRPVAA5,,,01m8c000001II9MAAW,,,,,,Account Support,0128c000002iLr9AAE,Waiting on customer,,,,How do I set up auto-payment?,Medium,,,,,,,0058c00000BTQK6AAP,,,,,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,0058c00000BTQK6AAP,2022-03-30T02:42:28.000+0000,,,,,1,,,,,,,,W_Case.223,"<img src=""/resource/Case_Source/website_icon.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>","<img src=""/resource/Case_Indicator/Status-Responded.png"" alt="" "" style=""height:18px; width:18px;"" border=""0""/>",,,
